,sentence,label
2870,"Monitörüm sipariş verdikten 1 gün sonra elime ulaştı. Hız konusunda bir problem yok, olması gerektiği gibiydi.Yalnız başka bir problem var. Daha doğrusu 2 problem...Monitörde 2 adet ölü piksel var ve bu bütün moralimi altüst etti çünkü başka sitelerde bu monitörü satan mağazalar monitörde bulunan ölü pikselleri defo kabul edip cok daha uygun fiyattan satıyorlar. Ufak bir miktardan bahsetmiyorum, yaklaşık 500₺ daha uygun fiyata aynı monitörü 1-2 ölü piksele sahip şekilde ve bunun da bilincinde olarak alabilirsiniz.Ben buraya güvenerek sıfır açılmamış kutusunda almak istedim ve sanırım biraz kumar oynamış oldum.İade hakkımın olduğunu biliyorum yalnız böyle büyük bir ürünü iade etmekle uğraşmak hem benim için zor ve masraflı, hem de hali hazırda başka monitörüm olmadığı ve daha fazla bekleyemeyeceğim için mecburen kullanmak durumundayım. Ayrıca değişim ürününde ölü piksel olmayacağının garantisi yok. Fazlaca uğraş benim  için.En azından pek belli olmuyor diye kendimi avutuyorum (bu arada gercekten çok belli olmuyor ama benim gibi biraz titiz ve takıntılıysanız göze batabilir) ama ödediğim fiyat farkı aklıma gelince bir anlamı kalmıyor.Özelliklerine gelirsek, 144Hz gerçekten 60Hz bir monitörden sonra ilaç gibi geliyor. Herşey çok akıcı, gözünüzü yormuyor. Adaptive Sync olması da alma kararımı etkileyen bir özellikti ve fakat ya ben beceremedim ya da bir problem var. Ekran kartım Nvidia GTX 670 ve G-Sync destekli bir kart, Nvidia'nın Adaptive Sync e destek vermesi sonrasında ben de aktif edebilmeyi umuyordum, monitörü DisplayPort (kutudan DP kablosu çıkıyor) ile bağladıktan sonra Nvidia GeForce Experience gerekli güncellemeleri otomatik olarak yaptı. Monitör ayarlarından Adaptive Sync i aktif etmeme rağmen Nvidia denetim masasına G-Sync kurulumu sekmesi gelmedi. Araştırmalarım sonucu bir çözüm de bulamadım, umarım Adaptive Sync i aktif etmenin bir yolunu kısa sürede bulurum. Fikir olarak çok hoşuma giden ve denemek istediğim bir özellik. Monitörde dahili hoparlörler var; müzik dinlenmez, film izlenmez ama fonksiyonellik açısından iş görür. Çerçevelerinin ince olması gayet hoş ve şık. Parlaklığı yeterli. Renkleri biraz soluk ve ışık sızması karanlıkta kullanılmadıktan sonra rahatsız etmez. Görüş açıları dar, monitöre tam karşıdan bakmanız gerekiyor vesaire. Bunlar TN panelin özellikleri malesef, karşılığında nispeten uygun fiyat ve alabileceğiniz en düşük gecikme sürelerini alıyorsunuz. 1ms G2G. Benim yazabileceğim özellikler bir kullanıcı olarak bu kadar. Daha detaylı incelemelere YouTube'dan bakmak monitör hakkında daha fazla bilgi edinmenizi sağlar diye düşünüyorum.amazzon Türkiye'den ilk alışverişim beni hayal kırıklığına uğrattı. Bu monitörü almayı planlayan  arkadaşlar için de bir rehber olması amacıyla yazma gereği hissettim, ucuz bir yatırım değil çoğu insan için. Bunları göz önünde bulundurarak sipariş vermenizde fayda var.Bu sebeplerle 1 yıldız verdim, belki biraz haksız gibi görünebilir ama sonuç olarak tam parasını ödediğim bir ürünü tam şekilde almak en doğal hakkım diye düşünüyorum.",Olumsuz
2871,Ürün çekim gücü çok iyi ama halıda ileri itmek imkansız,Olumsuz
2872,İbiği ergonomik değil Fincana boşaltırken ibiğin yanından süzülüp dışarı akıyor,Olumsuz
2873,"Kargo hızlı ama klavyenin içinden sesler geliyor , kontrol edilmeden
gönderilmiş. Klavyenin içinden sesler geliyor sanki içinde bir parça
düşmüş gibi",Olumsuz
2874,Ürün güzel ancak paketlemeyi beğenmedim kutusu neredeyse yırtılacakmış ezilmiş şekilde geldi..,Olumlu
2875,Beğenildi 👍,Olumlu
2876,Sadece duvara monteli olması iyi değil sabit bir yerde çalışıyor onun harici çalışması güzel,Olumsuz
2877,ceyizime aldim bir haftada  geldi  sağlam geldi ilk defa internetten alış veriş yaptim cok tedirgindim  cok tsk ederim,Olumlu
2878,"çok gözel ve uygun fiyat. sadece  çop saklıyan kutunun makineye bağlanan
yere zayif    yani bozulabilir. çop kutuyu  çıkardanda  dikkatli olun.
yedek parçaları da satışta olması lazım",Olumlu
2879,Urunu begendim anlatıldığı gibiydi 👍,Olumlu
2880,her evin ihtiyacı olan çaycıyı sevdiğiniz insanlara ev hediyesi olarak alabilirsiniz gerçekten çok memnun kalacaklardır. hayatı kolaylaştıran çaycıyı tavsiye edilir:),Olumlu
2881,Daha kullanmadım ama ürün kaliteli görünüyor diğer  kullandıklarına göre..,Olumlu
2882,Kaliteli ertesi gün elimdeydi başarılı ...,Olumlu
2883,"Bu bütçeyle alınabilecek en iyi telefon donma yok ısınma yok denecek kadar az sarı problemi yok 6 ay önce Teknosadan aldım halen kullanıyorum en ufak bi sorunu bırakın telefonda çizik dahi yok. Teşekkürler Samsung, teşekkürler Teknosa",Olumlu
2884,"merhaba sizden almış olduğum radyo dün geldi ve bugun çalışmıyor
yardımcı olursanız sevinirim...",Olumsuz
2885,Olumsuz yönleri: Çekiş gücü çok iyi ama onun dışında memnum kaldığım bir özelliği olmadı ne yazık ki. Süpürge sopası çok alt kalite. Halı süpürmede çok sıkıntı yaşıyorum. Torbasız bir ürün bu avantaj gibi görünüyor ama gel gör ki hazne çok çabuk doluyor ve boşaltması ayrı bir dert. Evin her yerinde randımanlı kullanamadım.,Olumsuz
2886,Ürün güzel ve kullanımı kolay hızlıda sayıcı firma hızlı gönderin yapıyor teşekkürler,Olumlu
2887,Radyo için aldım. Doğru dürüst çekmiyor. Ama mp3 de ses fena sayılmaz. Fiyata göre normal bir ürün.,Olumsuz
2888,Hızlı kargolama yapıldı,Olumlu
2889,f.p ürünü,Olumlu
2890,"Gayet memnun kaldık. Açılmamış orjinal kutusunda geldi, garantisi otomatik başladı ve tamamen kusursuz. Güvenle alabilirsiniz",Olumlu
2891,Ürün kalitesi oldukça kötü ev için almadım evde kullanmak için alanlara tavsiye etmem,Olumsuz
2892,ömrü kısa oldu.,Olumsuz
2893,duo tec 24 aldım aldığımdan beri bir gece başımı yastığa rahat koyamadım sürekli e16 arızası verdi servis geldi sensör hatası dedi yaptı gitti 3 gün sona ap yazısı çıkıyor sürekli kapanıp açılıyor çok kötü bir seçim yaptığımı düşünüyorum benimke aynı dönemde farklı marka kombi alan komşularım keyfini sürerken ben oturup izlemekle yetiniyorum kısacası çok pişman oldum.....,Olumsuz
2894,Kulaklık aldım kalitesiz geldi.,Olumsuz
2895,Hiç ama hiçççç gerekli bir ürün değil iğrenç ötesi bir şey,Olumsuz
2896,pop tv deki spor kanalları hep donuyor internet hızım 24mgbt.o kadar para veriyoruz şu işi adam gibi yapin.bu işi beceremiyorsanızda yapmayın.,Olumsuz
2897,cok guzel urunnn,Olumlu
2898,Pasli pis bir sekilde geldi,Olumlu
2899,"Ürün güzel. Çok fazla pahalı ürünlere kaymanıza gerek yok.
İşini yapıyor mu yapıyor. Tamamdır.",Olumlu
2900,İstedigim ürün gelmedi.,Olumsuz
2901,Olumsuz yönleri: Ürün kullanılmış yumurta kabuğu parçaları ve lekeler vardı özensiz kargolanmış sadece streçleyip göndermişler mng kargo ile geldi iki yerinden plastikleri kırılmış iade ettim,Olumsuz
2902,"ürün kalitesi beklediğimiz gibi,  sade satıcı firma tepsisini orijinal
yeşil elmalı göndermedi",Olumsuz
2903,ürünün içindeki krem çok az resimde gözüktüğü gibi büyük değil hemen bitiyor krem bu yüzden etkili olmuyor ben çok öncelerden kullandım etkisi olmadı şimdi sinoz almayı düşünüyorum,Olumsuz
2904,"Urun 11 gunde elime ulasti (Ankara). Magazanin urunu kargolamasi 2 gun
surdu ancak lojistik firma bir hafta aldigi gibi depoda bekletti. Benim
gibi dolabiniz bozulup da siparis vermisseniz uzgunum ama herhangi bir
hizlandirma soz konusu degil. Dolaba gelince sessiz calisiyor bir sorunu
yok simdilik. Bu alisveriste en iyi aktorse vestel servisi oldu. 2 saat
icinde getirip urunu teslim ettiler.",Olumsuz
2905,Tam beklediğimiz gibi 👍,Olumlu
2906,EVET.ÜRÜN FİYATINA GÖRE HARİKA.İŞLEVİ ÇOK GÜZEL.HERKESE MUTLAKA TAVSİYE EDERİM.SAYGILARIMLA.,Olumlu
2907,10 gün oldu hala kargoya verilmedi çok mağdur ediyorlar pişman oldum,Olumsuz
2908,"Ürün kötü geldi, kaplar çizik bir tuhaftı, önemsemedim zaten sinbo
aldığım için fazla bir beklentim yoktu, gücü çok az, biraz fazla
çalıştırsam, elektrik kokusu gelmeye başlıyo, büyük olan kabı bulaşık
makinesine attım, eridi içinde!!kullanma talimatında makineye atılıyo,
yada atılmıyor diye birşey okumadım yada dikkat etmemişimdir,
alacaksanız birkaç lira fazla verin başka marka alın",Olumsuz
2909,"Sipariş 1 gün sonra teslim edildi. Fakat paketleme iyi değildi şeffaf
baloncuklu poşetle gönderilmiş, kutuda ezikler vardı. Açma kapama butonu
yerinden çıkmıştı kutuda ve bu buton çok dandik. Ürün çok fazla yer
kaplıyor önceden kumtelin vardı o daha küçüktü. boyutuna rağmen
performans olarak da yetersiz kalıyor hiç beğenmedim ürünü pişman oldum
diyebilirim. Kutuyu atmasalar iade edecektim.",Olumsuz
2910,Olumlu yönleri: teşk,Olumlu
2911,Yazan model gelmiyor. Başka model geliyor,Olumsuz
2912,urun harika............,Olumlu
2913,sesi iyi vermesine rağmen aşırı hızlı bozuluyor,Olumsuz
2914,Bende yeni almıştım daha ikinci kullanımda bıçağın plastiği eridi hiç güzel değil,Olumsuz
2915,Renkli değil belirtildiği gibi. Eenkli bekliyordum üçtane sipariş verdim renkli diye. Meğer bi tane vermek gerekiyomuş sonuçta internetten alışveriş bu göründüğü gibi olmayabiliyor. Hepsiburada çok hızlı teslim etti. Pazar gece sipariş verdim salı elimdeydi teşekkürler hepsiburada,Olumsuz
2916,guzel urun begwndim,Olumlu
2917,Arzum kalitesi. Gayet iyi.,Olumlu
2918,çekiş gücü çok iyi fiyat performans son derece güzel!,Olumlu
2919,"Ürünün görüntü kalitesi kanal geçişleri fena değil.  Ancaak adam gibi
bir kullanma kılavuzu yok.  Zannediyorlar ki herkes uydu uznanı.
Yazıklar olsun  Bir kanal güncelleme kanal silme kanal taşıma işlemine
bile cevap bulamadım.  Internet sitelerindede cevap bulamadım.     Almayın",Olumsuz
2920,Mutfakta epey iş görür,Olumlu
2921,Hediye olarak aldığım bir ürün.,Olumlu
2922,beklentimi karşıladı,Olumlu
2923,Ürün pratik ve hızlı. Bıçağı çok keskin ve çok ses çıkarmıyor. Yıkanması kolay kullanımı pratik daha nolsun.. Ev aletlerinde tefalden başka bi markadan almam çok memnun kaldım hepsinden.,Olumlu
2924,"iki kullanımda lastiği koptu sızdırmaya başladı 
değil buz elmayı zor döndürüyor",Olumsuz
2925,Çok ısınıyor.,Olumsuz
2926,Aldığımdan beri çok severek kullanıyorum pasta kek yaparken mikseri özellikle devamlı elimin altında çok memnunum almadan önce yorumları okumadan almadığım için yazmak istedim et çekmesi soğan biber rendelediğimizde suyunu çıkarmadan yapabildik eski robotumda ne kadar az çeksek de suyu çıkıyordu hepsi rendelenmemiş oluyordu mecburen devam ediyorduk daha kötü oluyordu tefal robotun iki ayarı var yavaş olanda istediğimiz şekilde rendeledik ayrıca almadan önce braun markasının son modeli ile bunun arasında kalmıştım onunla ilgili çabuk bozuluyor yorumlarını okuyunca tefali aldım iyi ki almışım diyorum çok memnunum malzemesi de kaliteli duruyor.,Olumlu
2927,Fiyat ve performan açısından bakıldığında alınabilecek en ideal ürünlerden 1 tanesi tavsiye ederim.,Olumlu
2928,Almayın sakın 2300 tl ye aldım sıkma kurutma özeligi olan bir makina ama memnun değiliz arza yaptı hafıza kartı arzali servis gelip kullanıcı hatası deyip 800 tl ücret istediler yazık günah milleti bu şekilde mağdur ediyorlar birde utanmadan arayip garantiyi uzatmak istermisiniz deyişleri ayrı bir terbiyesizliktir,Olumlu
2929,"Ürün açıklaması yetersiz. Böyle olmamalı. Ürünün adı var modeli yok. Ne RAM'i belli, ne kapasitesi belli.",Olumsuz
2930,Ürün elime ulaştı kullanmak nasip olmadı ama Tefal kalitesi ve şıklığı ben burdayım başka markalarla macera yaşama der gibi.   Ni tekim de öyle marka ismi veriyeyim yerli marka bir blender vardı kaç defa tamire gitti geldi en ufak zorlamaya gelmiyor du 700 wattı bu 1000 wat ve fiyat olarak 'da ondan uygun,Olumlu
2931,uzun süre araştırma yaptım ve mutfağı için en iyisi olarak aldım teşekkürler trendyol,Olumlu
2932,Ürünü pazar günü gece şipariş verdim salı günü sabah geldi kargo hızı ve gönderdim hızı mükemmel. Ürüne gelecek olursak hemen gelince eşim turbo başlıkla ürünü denedi halıdan çıkanları inanamadım. Halılar resmen yıkanmış gibi oldu. Sesi çok sessiz degil ama öyle rahatsız edicilerz,Olumlu
2933,"uygun fiyat, başarılı ürün. çayımızı demleyip afiyetle içtik",Olumlu
2934,Ürünü hediye olarak aldım ürün 24 saat geçmeden elimdeydi hızlı kargo için çok teşekkürler,Olumlu
2935,"Bazı yumuşak olan meyveleri iyi sıkmadan posa haznesine gönderiyor,ayrıca gürültülü bir cihaz...",Olumsuz
2936,5 yil once janome 1018 aldım guzel makina kullanirken ariza yaptı servis bulamadigimdan tamire verdim motor yanmis diyip tamir etti ama koku oluyordu makine calismadi geri goturdum bu sefer motorun yarisi yanmis dedi biseyler yapti aldim geldim gene zorlaniyor koku yapiyor servisinide bulamiyorum ne yapabilirim,Olumsuz
2937,"Olumlu yönleri: Düz zeminlerde çekiş gücü oldukça iyi, uzun sapı ile fazla eğilmeden yerdeki kırıntıları toplayabiliyorsunuz. Başlığını çıkartırsanız da koltuklarınızdaki tozları kolayca süpürebiliyorsunuz. Küçük ve kalıbına göre hafif olduğu için ufak tefek döküntülerde hemen temizlik yapabiliyorsunuz. Fiyat/performans oranına bakarak fena değil diyebilirim.

Olumsuz yönleri: Sesi yüksek, halı/kilim üstündeki kaba kırıntıları alsa da kedi tüylerini toplamakta zayıf kalıyor. Benim ürünü esas alış amacım kedi tüylerini zahmetsizce toplamak içindi, yorumlarda kedi/köpek sahiplerinin çok işine yarayacağı; ayrıca sesinin orta yükseklikte olduğu da çoğunluk olarak paylaşılmıştı. 70-80 db yüksek ses demekmiş, pratik olarak öğrendim. Kedi tüylerini de halısız/kilimsiz zeminde güzel topluyor ancak  beklentimi tam karşılayamadı maalesef.",Olumlu
2938,"Fiyatını hak etmeyen bir ürün. Ses kalitesi yetersiz ve yüksek seste fazla cızırdama yapıyor ve ses bozuluyor. Memnun kalmadım, çekmeceye kaldırdım artık kullanmıyorum.",Olumsuz
2939,Ürünün hızlı gelmesi muhteşem....kendisi 'de öyle tavsiyeediyorum,Olumlu
2940,Gayet iyi,Olumlu
2941,Ürün siparişi verdiğim gün kargoya verildi. ilk başta su filtresini ters yerleştirdiğim için çekiş yapmadı ancak filtre yönünü değiştirince oldukça iyi bir şekilde çalıştı. fiyat/performans açısından oldukça başarılı. hoşuma gitmeyen tek özelliği cihazın ağır olması.,Olumlu
2942,Dezavantajlar : Ağırlık<br />Güvendiğim bir tanıdığımın önerisi üzerine alacağım. Ütüyü kime göstersem hepsinden istisnasız olumlu tepkiler aldım. Bu durum beni baya etkiledi. Hatta hipnoza girdim diyebilirim. Almak için heyecanlanıyorum :)))),Olumlu
2943,Kaliteli görünüyor,Olumlu
2944,astım  yada akciğer probleminiz varsa toza alerjiniz varsa gayet başarılı bir ürün içinden birsürü başlık çıkıyor rahat olun lakin çekim kalitesi çok iyi değil idare eder süpürmeyi müteakip evden çıkana inanamazsınız utanırsınız tozu iyi çekiyor,Olumlu
2945,"Bana gelen ürün sorunlu idi iade ettim, kaynadıktan sonra sıcak tutma moduna geçmiyor kaynamaya devam ediyor, sonra sapının içinden su damlamaya başlıyor. Ayrıca ilk kullanımda sapın üzerindeki sıcak tutma düğmesinden çıkan yoğun buhar (oradan niye buhar çıkar ??) elimi su toplayacak kadar yaktı dikkat edin!
Yapı olarak ta çok çok başarılı değil plastik taban ile metalin birleştiği yerden içindeki kablolar falan görünüyor derme çatma yapılmış gibi.

Tasarım olarak çok güzel çok şık bir ürün ama kullanımı sıkıntılı.",Olumsuz
2946,Ürün ince tabanlı ve küçük geldi iade ettim,Olumsuz
2947,"Evimizdeki tüm beyaz eşyalar bosch, kaliteli bir marka.Bu ürünün aynısından aldık ancak durulamıyor, kurutmuyor. Kaç kez servis geldi, sonuç değişmedi.Az programlı almayın, en az BEŞ programlı alın yoksa pişman olursunuz",Olumsuz
2948,"Ürün sağlam geldi, özenle paketlenmiş, kullanmadım henüz ancak kontrol
ettiğimde malzeme kalitesine on üzerinden 6.5 veririm. Hertürlü iş görür görünüyor.",Olumlu
2949,beyaz olması dışında iyi,Olumlu
2950,hic memnun kalmadim matoru yandi biraz zorlayinca,Olumsuz
2951,"Ürün çalışırken aşırı derecede ısınıyor,patlayıp elimde  kalmaması için dualar ediyorum kullanırken.basma düğmesi yerinden çıktı çıkacak gibi.servise yollasam kullanıcı hatası diyecek ,uğraşmakta istemiyorum.toplamda 1  ay kullandık ve tavsiye üzerine iyi bi markanın başka modeline aldık.",Olumsuz
2952,en uygun fiyat,Olumlu
2953,Gayet şık ve guzel fıyatı ıyı kargo ıyı tskler,Olumlu
2954,"Çeyizim için aldım, henüz kullanmadım ama görüntüsü, boyutu ve ağırlığı gayet iyi, kullanışlı olduğunu düşünüyorum 😇",Olumlu
2955,Ürün gayet güzel ama Trendyol un bu kadar para verdiğim bi ürüne fatura eklememesi ve hala göndermemesi çok başarısız,Olumsuz
2956,Hızlı gönderim iyi paketleme ürün kullanışlı,Olumlu
2957,"Ürünün tasarımı güzel, ucu ince fakat rengi o kadar soluk ki, sürmeseniz daha iyi!",Olumsuz
2958,babam emekli olduktan sonra fotoğraf çekmeye merak sardı ve eski bir makinesi vardı. hem rahat haberleşmek hem de fotoğraf makinesi yerine telefondan yüksek kalitede fotoğraf çekebilmesi için aldım. arka kısmının üzerinde 3 lensli yüksek odağa sahip kamerası sayesinde çok yüksek kalitede fotoğraflar çekebiliyor ve baskılarını aldığında hiç bozulma olmuyor.,Olumlu
2959,Ürün geldi Ancak kullanınca hep yapışıyor hiç memnun kalmadım,Olumsuz
2960,Ürün hem kaliteli Hemde şık bir tasarıma sahip kesinle tavsiye ederim,Olumlu
2961,Bu marka kadar kalitesiz bir marka yok sürekli arıza  servis sıfır aklı olan alıp kullanmaz,Olumsuz
2962,Fiyatı ve işe yararlılık olarak çok güzel bir ürün özellikle küçük mutfaklar için ilk tercih olabilir,Olumlu
2963,ürünü begenmem icin urunun gelmesi lazim.ama ortada urun yok,Olumsuz
2964,Ergonomik açıdan iyidi ancak kullanımını sevmedim. Birincisi tuşları mekanik klavye kadar ses çıkarıyor. İkincisi klavye bir masanın kısa ayağı olduğunda nasıl sallanıyorsa nereye koyarsam koyayım hep sallandı bir yamukluk vardı. Üçüncüsü tuşların dokusu pütürlü gibiydi parmaklarımı rahatsız etti. Mouse da ergonomik açıdan uygundu ancak tuş tıklama sesi yüksekti. O yüzden memnun kalmadım.,Olumsuz
